Total Household Income,Total Food Expenditure,Restaurant and hotels Expenditure,Alcoholic Beverages Expenditure,Tobacco Expenditure,Fashion Spendings,Housing Expenditure,Medical Expenditure,Transportation Expenditure,Communication Expenditure,Education Expenditure,Farming and Gardening expenses,Miscellaneous and Special Occasions Expenditure,Sex,Age,Marital Status,Total Number of Family members,Savings
138534,68009.0,11020,1572,1550,2850,6540,3792,19500,378,2020,0,11026,1,42,1,5,10277.0
214270,97577.5,6728,924,464,4300,14772,6762,2304,2076,3150,0,18882,0,80,2,9,56330.5
489370,119850.0,25180,0,2465,9795,9900,10908,22914,1860,1750,0,99604,1,50,1,5,185144.0
151145,48718.5,8840,504,1066,0,7794,1854,24318,0,0,0,79290,1,54,2,2,-21239.5
488028,154539.5,93360,2690,2952,5160,19500,0,39840,1686,22870,0,51672,1,47,1,10,93758.5
191164,101237.5,15960,480,7670,3635,10158,4980,9930,1740,870,0,14700,1,72,1,7,19803.5
337660,37728.0,15480,0,0,4310,12270,23294,11112,1740,0,0,17448,0,82,2,2,214278.0
160045,33305.0,24130,3460,5720,3630,5238,50,10818,2394,0,0,11810,1,41,0,1,59490.0
257145,77357.5,33190,960,8935,4870,9306,110,4674,3060,795,0,22524,0,57,3,8,91363.5
153990,78598.0,34430,240,1820,2770,11142,1810,15108,3060,8140,0,10366,1,62,2,4,-13494.0
255160,73975.5,51500,0,0,4195,13638,588,10524,2400,0,0,21378,0,62,2,4,76961.5
134780,73381.5,13960,240,3110,3225,3450,330,6090,180,660,0,9988,1,80,2,11,20165.5
303089,76476.5,52430,930,5430,1935,12078,226,19878,1680,23200,0,10374,1,51,1,6,98451.5
214290,76983.5,50900,480,2340,1330,5400,198,20154,1674,13540,0,11590,1,48,1,6,29700.5
79352,22811.0,270,0,724,380,8280,8012,174,0,0,0,1968,1,78,1,2,36733.0
274875,108102.0,40120,960,3300,4070,6174,3981,4206,1620,640,0,28460,1,51,1,11,73242.0
323680,65646.0,44390,0,0,7950,19272,140,20958,9240,45620,0,8998,1,18,0,2,101466.0
384028,91227.5,23090,0,0,4900,29550,12116,14160,2100,18830,0,13582,0,75,2,6,174472.5
284052,70261.0,34210,960,5430,3415,31830,22291,19254,4200,12800,0,16506,0,59,2,6,62895.0
412116,107421.0,28180,3380,8598,7106,11928,844,5820,2292,600,0,25752,1,43,1,8,210195.0
350190,132693.0,36660,2312,0,15937,17280,1780,18906,6630,0,0,41696,1,59,1,8,76296.0
494465,169370.5,43900,4212,0,12817,47400,4068,15954,16500,2500,0,59852,1,59,1,12,117891.5
400600,85913.0,45187,0,0,4959,32760,8484,22452,9594,29500,0,32464,0,53,1,2,129287.0
719760,145733.0,53520,627,0,9613,56160,16472,72624,20700,0,0,84876,1,66,1,6,259435.0
520580,135417.0,63820,0,0,10004,69180,8100,67494,27900,23500,0,41408,1,40,1,5,73757.0
172240,39945.0,33000,3172,9315,4040,16080,0,2910,5208,0,0,6330,1,35,3,1,52240.0
267050,92838.5,24680,0,0,5790,30480,3750,8562,3234,1000,0,16242,0,75,2,3,80473.5
329655,103897.5,60640,1092,1170,5941,8640,7770,15840,2196,750,0,17496,1,67,1,6,104222.5
546281,151734.5,51305,2644,1973,21013,35172,42920,48678,19500,20000,0,79744,0,52,2,7,71597.5
339884,139595.5,37140,1900,10860,8657,41604,1730,6240,10002,3800,0,21218,1,48,1,6,57137.5
537464,115869.0,21750,4920,0,9952,30360,15819,27492,19500,0,0,196594,1,73,1,4,95208.0
264300,94809.5,47260,520,0,8198,11304,830,20370,5700,35200,0,23326,1,55,1,4,16782.5
218140,102527.5,45550,510,8277,3950,5118,350,12984,1656,1900,0,23298,1,49,1,12,12019.5
217902,67733.0,4756,0,0,3970,7320,9794,2988,1224,2200,0,10644,1,45,1,4,107273.0
436650,129231.0,129600,520,0,15375,9636,884,24594,7500,31000,0,44314,1,42,1,5,43996.0
105700,56793.5,7400,270,1612,1280,4782,330,4158,0,30,0,5742,1,43,1,7,23302.5
94534,45850.0,2680,0,0,789,9450,6420,1620,390,0,0,4254,1,78,1,3,23081.0
88870,48569.0,24000,0,0,450,2262,18,846,0,0,0,1818,0,65,2,1,10907.0
394126,70748.5,44958,0,0,3424,7638,32051,8442,3060,0,0,27842,1,59,1,3,195962.5
101000,58478.5,11260,480,0,985,1500,420,4830,384,2000,0,5874,1,39,1,4,14788.5
194380,91945.0,23890,0,0,2510,7956,168,11178,4002,1250,0,14412,1,53,1,4,37069.0
397002,106513.5,99970,0,0,20000,13440,330,20682,7800,0,0,30618,0,62,2,3,97648.5
75486,32095.5,0,0,0,175,6972,100,636,1818,0,0,2586,1,83,1,2,31103.5
32600,16474.5,200,1280,3597,0,3630,0,954,0,0,0,1638,1,65,2,1,4826.5
76498,44504.5,6951,330,0,1340,3552,180,564,0,0,0,5856,1,34,1,8,13220.5
219865,128160.0,59583,1040,1629,4630,7170,18,13098,2100,3000,0,25028,1,56,1,10,-25591.0
701520,134351.0,58560,0,0,10050,31440,7914,21000,20400,87700,0,13940,1,20,0,4,316165.0
2092200,275693.0,149250,0,0,32320,216918,22780,282000,44400,344400,0,184242,1,58,1,6,540197.0
569285,108745.5,67140,0,3620,7400,17010,3488,41310,7020,28200,0,46606,1,35,1,3,238745.5
750598,175332.0,63000,0,0,16600,62700,4106,53004,26394,0,0,82824,0,52,0,4,266638.0
1586060,208700.0,128590,0,0,29700,50580,18180,95100,28530,49900,0,138150,1,60,1,7,838630.0
625700,167435.0,66525,0,0,14030,63720,9256,77100,37560,44700,0,36956,1,37,1,6,108418.0
310210,78840.0,15050,1040,1976,1600,14250,6590,9396,1560,0,0,15078,1,72,1,3,164830.0
670190,114413.5,29550,0,0,2250,31800,12415,20256,12720,18100,0,78544,0,72,2,3,350141.5
998280,195118.0,57775,0,0,26260,45900,17671,43866,20400,47600,0,87394,1,68,1,5,456296.0
289790,109041.0,37170,0,1040,4375,22080,1497,22374,4158,22400,0,17268,1,44,1,4,48387.0
487100,157137.0,61665,0,0,3890,22260,1416,38292,3600,11200,0,29048,1,49,1,7,158592.0
753295,173275.0,28450,0,0,4660,59760,3352,25062,18714,49000,0,42784,0,45,1,5,348238.0
917990,119223.0,35100,0,0,11600,42360,17067,41748,18600,0,0,39120,1,65,1,3,593172.0
196484,54456.0,12700,1560,0,2350,11766,100,6210,3402,0,0,10214,1,63,1,2,93726.0
230720,77510.5,25190,2080,11041,2465,11034,3178,10536,9756,1830,0,12882,1,48,1,7,63217.5
153388,73460.5,21040,1040,724,1470,6594,2235,7182,0,0,0,3702,1,65,1,6,35940.5
124595,58978.0,12550,2090,0,2190,7146,185,6162,180,760,0,6984,1,37,1,4,27370.0
233040,83598.0,41460,180,4660,1760,9852,290,13824,4884,0,0,22998,1,29,1,2,49534.0
347660,104371.5,35690,0,6335,2599,16980,888,13356,4524,18010,0,20280,1,42,1,6,124626.5
203760,69003.0,36370,0,0,1850,9852,300,10068,4812,14960,0,21318,1,45,3,3,35227.0
447738,53493.0,8820,0,0,8600,17784,28074,3744,102,0,0,8706,1,76,1,2,318415.0
180711,86351.0,24520,3120,8145,3150,18258,850,9618,4470,250,0,9162,0,19,0,7,12817.0
152935,84293.5,22180,3640,6335,4285,16206,31900,6024,720,2100,0,11580,1,34,1,7,-36328.5
209158,88085.5,22985,7904,0,920,11622,2668,9762,2358,1476,0,14766,1,52,1,5,46611.5
641368,200371.5,89800,2310,17195,5950,123360,9190,51564,11736,0,0,65166,1,49,1,10,64725.5
534256,154963.0,60150,1040,4887,9028,41040,12412,41610,14682,0,0,56174,1,55,1,8,138270.0
249205,47340.0,39920,0,0,4599,14298,1670,9216,18588,0,0,19258,0,32,0,1,94316.0
239570,60346.0,11710,2080,0,1985,13518,663,29478,4200,1200,0,12792,1,44,1,3,101598.0
256945,67425.5,14800,0,0,18694,15096,1280,10200,6000,0,0,34044,0,33,1,3,89405.5
148440,83737.0,11450,1440,4344,2150,17562,2433,15486,3900,1500,0,9048,1,63,1,7,-4610.0
22762,9688.0,500,0,675,1425,3756,0,120,0,0,0,762,1,58,3,1,5836.0
689663,60888.0,17280,1080,0,1265,26520,29432,26094,3000,0,0,26388,1,45,1,5,497716.0
150387,56375.5,357,1920,0,8135,21132,80,13854,2760,1015,0,6882,0,55,2,3,37876.5
893189,77376.0,9400,0,0,4850,19980,252306,23634,1200,0,0,304524,1,69,1,2,199919.0
374900,113294.0,73790,0,8280,6830,21258,110,51048,4800,18200,0,16444,1,70,1,8,60846.0
350264,66418.0,23470,74,0,10150,24090,200,11952,540,4700,0,5334,1,67,1,7,203336.0
408351,106608.5,35610,3480,9955,5355,26400,234,41784,4200,17599,400,24982,1,48,1,9,131743.5
355042,106810.5,34340,880,5249,7870,14304,7550,33588,4800,16400,8370,21372,1,53,1,8,93508.5
184778,61789.5,22740,0,0,2460,17640,2483,18162,3900,0,0,12762,1,68,1,6,42841.5
406920,135666.0,37190,960,0,12815,28020,1120,37896,4800,34765,0,21192,0,51,2,6,92496.0
22017,12759.5,0,0,0,100,3822,0,0,0,0,0,366,0,85,2,1,4969.5
391746,139143.5,100422,0,13756,11770,19956,610,35694,4200,609,0,12498,1,51,1,7,53087.5
398648,152279.5,57509,320,12670,8064,16950,2974,49254,6000,9000,0,38164,1,54,1,12,45463.5
436964,136582.0,383650,16308,0,26960,80616,3517,53064,50400,129800,0,36132,1,55,1,4,-480065.0
1477098,144564.5,74859,0,0,17020,74760,49132,72000,20400,459750,0,15822,0,55,1,4,548790.5
620259,92286.5,21235,0,0,11230,35058,430,11274,9600,52000,0,10512,0,34,0,4,376633.5
1953284,160356.0,72350,2800,8800,9986,41124,2074,21996,17100,79750,0,34256,1,52,1,5,1502692.0
262106,67120.0,7980,9590,5430,5700,15624,77,13224,2742,0,0,10422,1,50,1,3,124197.0
445750,95652.0,24460,0,7240,21945,29640,7256,8304,13914,10900,0,16608,0,38,1,2,209831.0
286838,117093.0,28080,74,8688,11374,19962,2188,23778,2178,1480,0,15234,1,38,1,5,56709.0
191534,68416.5,3570,3120,3105,4790,17178,1710,5100,1362,1410,0,15306,1,48,1,6,66466.5
311252,69275.0,3900,0,3620,4020,25854,420,7194,4572,0,0,14028,0,60,2,3,178369.0
324239,90545.0,29460,0,6878,2980,16560,0,10044,2958,3430,0,13734,1,45,1,5,147650.0
730590,86298.0,11921,1040,0,3790,32256,918,8136,660,3200,0,8604,1,40,1,5,573767.0
457400,114643.5,21820,3900,0,9921,35844,4182,18756,10902,66030,0,13056,1,34,1,4,158345.5
147670,45631.5,39195,3120,4525,1505,9750,2250,5082,0,0,0,3732,1,53,3,2,32879.5
533673,70573.5,6520,0,0,6745,42360,1614,3576,22200,3500,0,7944,1,66,1,3,368640.5
286050,67254.0,18170,7665,1040,1768,17664,335,3228,1290,0,0,3960,1,52,2,2,163676.0
522146,160570.5,27815,0,0,15675,35940,1292,21426,7800,28000,0,51544,1,44,1,5,172083.5
182897,84125.0,17970,1520,2715,3785,18114,874,21948,9912,580,0,9198,1,36,1,6,12156.0
870831,100055.0,38790,25340,7240,15205,45972,250,9456,26100,15000,0,16800,1,41,1,4,570623.0
152964,82476.0,19160,2080,5430,3890,12660,1022,8136,1038,1262,0,15786,1,38,1,7,24.0
503542,149691.5,34496,0,0,25607,52560,26251,4770,20826,6670,0,37844,0,38,1,4,144826.5
324383,92993.5,25140,0,0,3000,16404,40151,15450,5172,0,0,8664,1,48,1,4,117408.5
113370,46237.0,15620,360,0,2750,8616,95,7410,396,0,0,3858,1,39,0,1,28028.0
413895,154603.5,48080,4160,19910,5506,29514,195,17010,3534,0,0,20864,1,54,1,4,110518.5
318869,74959.5,36000,750,0,8244,17022,2686,14496,2496,0,0,22132,1,61,1,3,140083.5
530172,110275.0,36180,370,0,59883,52356,19749,28170,11202,41116,0,51760,1,33,1,5,119111.0
75158,34370.0,1820,0,0,0,15138,6330,1056,396,0,0,3246,0,56,1,2,12802.0
255410,94723.5,14780,1520,12670,4678,48030,3339,15138,5496,0,0,22962,1,58,1,7,32073.5
388138,118042.0,56400,0,0,8510,24054,4738,44418,4398,40640,0,23028,0,55,3,5,63910.0
507906,104954.5,33700,1520,0,7863,28920,8488,6570,2700,8500,0,44010,1,35,1,5,260680.5
305396,75342.0,34180,0,0,6425,32316,94394,14580,2946,13700,0,20660,1,59,1,4,10853.0
630088,103859.5,13950,0,0,7358,38100,63152,2340,5940,1540,0,16376,1,76,1,4,377472.5
373615,104612.5,38380,0,0,9741,29550,9370,22470,5232,25670,0,26684,0,40,1,4,101905.5
542215,124766.0,19920,0,0,21153,50274,4920,20454,17040,2465,0,29386,0,33,1,4,251837.0
341844,119889.5,42000,420,7240,9840,31218,6902,6126,4638,0,0,19640,0,65,2,6,93930.5
816500,135605.0,33930,540,2600,12974,52680,20344,48276,20598,21000,0,56306,1,60,1,6,411647.0
327300,90916.0,7000,3700,13032,7490,29238,17197,4296,17040,0,0,18488,1,69,1,3,118903.0
311220,119651.5,35990,0,7602,6509,22620,3001,5352,2742,2670,0,20832,1,47,1,5,84250.5
276728,73847.0,2100,0,0,3000,15552,15516,11676,2502,0,0,14780,1,70,1,2,137755.0
409655,96454.5,18920,1500,0,8885,27240,40430,6258,3120,1640,0,28544,1,39,1,4,176663.5
645525,135460.0,33056,0,0,25700,40788,20507,16212,42360,59320,0,46956,0,43,1,4,225166.0
703600,158596.0,70300,0,0,30400,46800,6080,45192,23394,71500,0,48524,0,50,1,3,202814.0
963700,139261.5,59860,0,0,28575,65520,11784,48822,35700,96800,0,39020,0,42,1,4,438357.5
355820,147726.0,57170,2600,0,3440,65220,1116,14448,5340,44090,0,22872,1,45,1,4,-8202.0
568150,173921.0,39380,2340,14480,4540,31020,10535,6906,7800,6360,0,18974,1,55,1,5,251894.0
268770,88573.0,14520,0,0,10899,23700,742,15906,5340,0,0,21360,0,46,1,2,87730.0
1114560,189803.5,73150,2340,0,31350,39300,2715,50862,27702,78000,0,81990,0,52,1,5,537347.5
151285,55039.0,16120,4160,4529,1230,14004,543,4104,2184,0,0,5204,1,48,1,2,44168.0
257900,97970.5,20930,0,1040,2410,23790,13353,7230,1242,4280,0,20760,0,34,1,6,64894.5
265190,118459.5,31980,0,7430,5479,25020,1540,17838,3780,0,0,17344,1,54,1,6,36319.5
208321,86630.0,27648,1056,5908,4620,15150,518,15342,2154,28720,0,20124,1,33,1,5,451.0
191000,68275.5,17210,0,0,4560,11238,1614,4536,876,3240,0,16928,0,37,1,4,62522.5
180050,88770.5,25500,1566,9980,1450,18660,39584,5976,1860,0,0,12362,1,54,1,7,-25658.5
142558,73384.0,9800,4160,3267,2710,9762,425,3084,3078,1805,0,11352,1,35,1,5,19731.0
361332,112921.0,39730,0,0,10900,22362,7160,12924,18060,38355,0,27312,1,68,1,5,71608.0
1394300,154368.5,96836,17775,23922,16319,47184,480,27930,2250,3715,0,19790,1,50,1,9,983730.5
436220,79343.0,29590,0,0,16650,21942,900,21480,4374,23850,0,18590,0,43,1,3,219501.0
206766,31638.5,288,0,1482,2910,31290,52272,2040,360,0,0,9354,1,65,1,2,75131.5
197742,68922.0,9030,175,3640,3300,13440,582,6864,1218,1950,0,6258,0,42,2,4,82363.0
187850,79864.5,23250,1058,0,1930,20226,255,18000,1614,22020,0,11706,1,48,1,4,7926.5
393926,79190.0,21290,0,0,6680,19578,5901,7842,12828,850,0,21288,0,38,1,2,218479.0
397503,100085.0,45510,576,1638,10250,34932,63150,13728,14880,3200,0,18600,1,30,0,5,90954.0
98368,57146.0,15550,0,0,2530,5088,914,2004,1200,1325,0,5352,1,38,1,6,7259.0
132822,70096.5,17940,0,6370,2640,11790,720,4242,1080,0,0,7724,1,47,1,6,10219.5
69451,23512.0,5120,0,0,1320,8838,1001,1920,1680,0,0,1980,1,76,1,1,24080.0
279068,61437.5,2120,1920,9065,4710,10260,1760,8436,1680,0,0,16936,1,56,1,3,160743.5
486660,81694.0,29420,0,0,8320,18180,2610,4884,2700,4500,0,60870,0,46,1,3,273482.0
389885,89758.5,10480,498,1560,16758,31500,23300,11532,16134,0,0,82304,0,27,1,3,106060.5
249706,67376.0,32900,360,5200,5740,8880,1555,6924,2040,44200,0,10846,1,51,1,5,63685.0
52105,23544.5,5800,0,0,1070,3900,90,1320,540,0,0,8600,1,20,0,1,7240.5
157600,57302.0,18350,240,6240,4510,7920,970,9648,1620,0,0,17490,1,48,1,7,33310.0
144116,68730.0,24920,480,0,5320,6360,600,9312,2520,1250,0,12348,0,63,2,6,12276.0
76800,42399.0,4500,720,0,3550,8340,4020,1644,1020,0,0,4452,1,67,1,3,6155.0
117756,47143.5,5500,480,3250,2090,6936,264,1770,720,21000,29800,5450,1,57,1,3,-6647.5
69006,45119.5,3890,0,4420,2035,6540,80,1440,720,940,0,3804,1,41,1,4,17.5
64140,43440.5,1895,0,0,2470,6690,1110,1356,780,0,0,5112,1,29,1,4,1286.5
194951,74842.5,11910,0,3900,3370,8778,340,6090,1380,0,0,9790,1,46,1,8,74550.5
256302,112825.0,60870,3535,0,4760,23196,1330,19914,2400,2600,0,15756,1,39,1,6,9116.0
386532,112089.0,33377,5330,5430,5340,35628,59306,38532,3600,85600,0,17016,1,55,1,6,-14716.0
846068,131280.5,56820,0,0,9500,15528,3077,112506,9600,0,0,56526,1,59,1,4,451230.5
299060,106286.5,36930,0,0,7650,18168,2460,15420,8400,17160,0,14160,0,42,1,3,72425.5
149416,64426.0,4780,2002,3620,1700,7422,940,2946,2040,2195,0,7356,1,46,1,3,49989.0
112560,28913.0,11830,0,0,2375,8358,14012,0,0,0,0,2580,0,73,2,1,44492.0
451584,103789.5,17200,0,4073,5365,12630,126,38814,2400,1300,0,20676,1,51,1,7,245210.5
436590,182850.0,66800,510,6210,8750,13998,1250,39018,6600,36125,0,30596,1,50,1,12,43883.0
65942,22950.0,0,0,0,450,7074,2720,192,0,0,0,1734,0,79,2,1,30822.0
126672,22609.0,22050,1820,0,690,6864,20,8238,1380,0,0,6642,1,33,3,1,56359.0
166080,46659.0,0,1105,0,1225,11418,50,2046,2760,0,0,7770,1,53,1,2,93047.0
209479,63728.0,25080,2912,5430,3300,7650,1140,76104,1800,2020,0,16398,1,35,1,4,3917.0
710545,78669.5,35190,0,0,12530,16710,0,22788,17634,41500,0,29856,0,49,1,3,455667.5
264524,104350.5,28950,0,0,5110,37098,760,10026,1848,3350,0,10050,0,59,3,6,62981.5
316860,112815.5,47100,1170,624,1310,8394,1620,39918,2580,0,0,20262,1,48,1,4,81066.5
351575,64537.0,37560,0,0,3990,21060,261,7932,2640,60520,0,15528,1,30,0,2,137547.0
1259445,91311.5,13142,1505,12670,2428,21300,4957,15942,5100,3370,0,42478,1,64,1,3,1045241.5
761915,121660.5,66763,5720,0,18475,36420,14270,54258,22752,86720,0,104772,1,54,1,4,230104.5
790420,126264.0,42226,0,0,20079,42198,26322,42774,23700,24600,0,39144,0,35,1,4,403113.0
328732,65900.0,3380,0,0,4680,23520,1430,414,720,0,0,93460,0,92,2,1,135228.0
278456,56233.5,5168,0,13575,15080,27822,14047,4680,0,0,0,14486,1,83,1,2,127364.5
198770,66916.5,13540,5278,2172,1360,10260,527,15420,9102,1140,0,14834,1,31,1,2,58220.5
451749,62177.5,26678,1920,0,8387,139986,21483,31890,7494,14800,0,48588,0,33,1,2,88345.5
213406,78178.5,13600,1199,0,4690,13236,2563,17406,4560,878,0,16146,0,58,2,4,60949.5
547170,135274.0,44392,0,0,14640,27000,6277,49614,11802,30940,0,94192,0,48,1,3,133039.0
731952,72967.0,3000,0,0,1095,31140,420529,468,720,0,0,129423,0,79,2,2,72610.0
2153795,258658.0,38050,8120,9050,27870,71880,184185,131202,19788,0,0,102964,1,83,2,8,1302028.0
155392,94487.5,28890,0,1086,3859,12336,937,22950,2658,1090,0,36334,1,32,1,5,-49235.5
222832,102833.0,15481,8425,13032,1740,12576,760,22674,2760,1850,0,14998,1,62,1,4,25703.0
923032,188682.0,62862,3848,18380,25972,26670,1258,48432,30000,27967,0,35124,1,52,1,8,453837.0
1233574,167416.5,46720,7948,4327,14856,69000,56979,100530,21198,15333,0,64416,1,61,1,5,664850.5
261440,124824.0,4410,2326,0,3540,17742,9472,17214,1620,1605,0,16716,1,43,1,7,61971.0
158745,52690.0,3120,1358,9050,4370,8400,2043,3942,540,0,0,8050,0,76,2,2,65182.0
732740,187159.5,63500,1495,0,13410,76200,22300,67884,22788,0,0,106738,1,59,1,5,171265.5
3300850,194568.5,116800,4748,0,51300,51720,28704,117600,33570,0,530000,127718,1,63,1,3,2044121.5
379327,78043.5,17360,2470,0,4730,16260,36,34560,2736,29430,0,21266,1,52,1,3,172435.5
577730,103284.5,10600,3350,0,7110,20700,1320,16716,9672,2110,0,18142,1,44,1,4,384725.5
129387,59867.5,8300,0,0,600,16680,32,9852,3174,0,0,10044,1,36,1,2,20837.5
256755,102728.0,10570,0,0,700,29550,3437,18054,6168,790,0,29428,1,80,1,6,55330.0
1002656,196130.0,139600,772,0,9200,39534,103976,89928,26760,27620,0,123820,1,65,1,9,245316.0
183220,43270.5,9500,1280,0,7050,4524,24,6720,3798,5000,0,9420,1,56,1,3,92633.5
386357,92152.5,20000,2080,0,6880,24240,45810,17682,4140,20500,0,24338,1,61,1,5,128534.5
344420,164046.5,16300,2280,0,2825,16560,20185,17820,2280,1960,5390,10236,1,53,1,13,84537.5
202845,101282.0,2600,1590,0,4000,17184,1929,3186,1872,750,2490,18912,1,71,1,5,47050.0
458180,114568.5,20730,0,0,8170,23094,4223,33072,7338,23500,0,29652,0,52,2,3,193832.5
217038,65421.5,600,0,0,1600,14028,11295,5400,312,0,0,82782,0,76,2,3,35599.5
663660,121766.5,28252,3710,0,9380,12000,120,29010,5526,20530,0,12942,1,54,1,6,420423.5
199478,79808.5,20280,0,905,2485,4728,70,11100,2340,0,0,8418,1,63,1,4,69343.5
199481,98788.0,26250,0,5430,2200,4020,8200,22344,8490,1155,0,12962,1,41,1,8,9642.0
86010,36882.5,3940,2600,0,3480,5448,1500,10026,3600,150,0,3396,0,69,0,3,14987.5
225317,58159.5,14660,0,5430,2050,19200,6400,19554,4440,12420,0,11598,0,56,2,3,71405.5
312358,106232.5,24740,0,0,1600,16566,505,51042,8088,8800,0,14022,0,61,3,8,80762.5
101880,36290.5,19200,2080,3620,0,6528,700,2022,960,0,0,2616,1,67,2,1,27863.5
291586,75539.5,45115,2080,5970,2400,8490,128,13692,3024,1830,0,26694,1,39,1,5,106623.5
392218,98609.5,11880,2080,4025,1850,12000,3930,30276,6792,19500,0,11028,0,83,2,8,190247.5
221828,62264.5,10770,0,0,2620,29802,15514,9894,3000,4550,0,6282,0,77,2,4,77131.5
496130,87134.5,55100,0,0,2600,43860,20567,34596,8400,71850,0,6216,1,46,1,3,165806.5
438930,86934.0,9360,840,1560,2180,43950,626,11838,18564,0,0,28686,1,60,1,3,234392.0
535700,117783.0,13380,2080,2715,10715,16860,32154,6636,5376,3900,0,16430,1,73,1,6,307671.0
486698,96840.5,13200,0,5430,3330,22008,32418,12216,2106,0,0,39982,0,65,0,6,259167.5
73836,31107.5,7900,0,0,1130,12768,20,2742,0,120,0,1896,0,85,2,2,16152.5
263860,85774.0,13310,2080,7240,900,7266,130,34452,2040,140,0,13746,0,77,2,8,96782.0
580205,71424.0,15350,0,1560,5929,22620,51782,28158,11700,30350,0,208116,1,67,2,3,133216.0
284698,39815.0,13200,0,0,800,15000,6950,8190,2838,5000,0,64512,0,77,2,2,128393.0
155712,92095.5,12230,2080,9330,1930,9480,280,10140,2064,550,0,9474,1,39,1,8,6058.5
429560,100066.5,21840,2320,3482,850,21654,4536,24702,12558,0,0,33934,1,66,1,5,203617.5
213240,74565.5,10040,1752,7960,2790,6450,628,18720,1482,120,0,13348,0,48,3,6,75384.5
114990,51081.5,14290,585,1664,2910,4440,737,24360,1620,950,0,6792,1,33,1,5,5560.5
421853,77202.5,24170,1290,4416,4315,21192,1191,68790,3120,56028,0,33152,1,46,1,6,126986.5
369066,88858.5,51360,930,0,5980,30078,6852,55680,6630,76500,0,26532,1,41,1,5,19665.5
74275,37018.5,1950,1035,2805,1400,6198,422,7812,720,0,0,6950,1,66,2,2,7964.5
61018,21608.5,720,0,468,120,3948,96,3024,0,0,0,1926,1,73,2,1,29107.5
1111934,137356.5,86828,0,0,35340,35970,11862,164154,14514,0,0,178338,1,67,1,6,447571.5
286245,63373.0,13120,0,0,6255,24090,4450,23964,10314,2450,0,41560,0,35,1,5,96669.0
139108,58594.0,10530,1240,3584,2500,15936,1264,30606,4080,1760,0,13178,1,55,1,5,-4164.0
166790,50911.0,11250,0,0,4930,10680,6258,13488,14028,1550,0,23676,0,78,2,2,30019.0
188590,42967.0,2860,1812,3824,1470,10380,340,10296,3120,0,0,9090,1,55,1,2,102431.0
329110,54886.5,8360,0,0,3380,14052,9082,21276,3000,0,0,17758,0,84,2,2,197315.5
395428,80343.0,29990,1035,1664,3865,19128,3748,44298,5640,3680,16845,75876,0,50,2,5,109316.0
213565,82030.5,36180,690,3790,2885,17328,602,27012,3540,25490,0,13580,1,45,1,6,437.5
97492,67572.0,13570,585,4672,1645,7110,425,6606,360,3790,0,9780,1,43,1,8,-18623.0
320173,99545.5,61820,1740,2752,2870,23274,380,33912,4560,2960,0,20648,1,53,1,7,65711.5
62675,31018.0,1760,340,2272,470,5370,195,5376,360,0,0,2796,0,82,2,2,12718.0
123245,65431.0,17840,1215,1952,1930,14100,430,12438,2160,4190,0,18582,1,37,1,5,-17023.0
86070,49522.5,7990,1310,2704,1405,7710,608,4572,1320,1010,0,6786,1,30,1,6,1132.5
177475,53883.0,23340,0,2496,1840,18480,346,24696,1620,0,0,15860,0,58,2,4,34914.0
269390,92667.5,40230,1935,2565,3930,20526,370,40392,3780,34690,0,19436,1,45,1,7,8868.5
270060,88607.5,7450,0,0,1200,31080,7345,14196,5400,6200,0,23350,1,37,1,6,85231.5
445785,100310.5,12360,1612,0,2215,6672,785,26760,882,0,0,17300,1,57,1,6,276888.5
468450,126495.0,19100,0,13213,1763,8610,331,16314,432,2535,0,11466,1,35,1,6,268191.0
162905,59537.0,1990,0,0,1660,11088,1744,4740,756,1880,0,6150,1,51,1,7,73360.0
175358,89956.5,5970,0,3640,3225,14502,9610,7716,2640,11470,0,15860,1,59,1,5,10768.5
1020578,182404.0,127660,0,12710,1030,46470,15028,36804,16200,46000,0,98836,1,53,1,11,437436.0
